molecule,temperature,sim_liq_density,sim_vap_density,sim_Pvap,sim_Hvap,sim_surf_tens,sim_diff_coeff,sim_Tc,sim_rhoc,ref_name,short_name
DMSO,318.15,1076.3398275455445,,,,41.115300000000005,8.518e-10,,,Opt FF,Opt FF
DMSO,323.15,1070.6012037567784,,,,40.61825,9.798e-10,,,Opt FF,Opt FF
DMSO,323.15,1070.5675384143217,,,,40.71575000000001,9.177e-10,,,Opt FF,Opt FF
DMSO,323.15,1070.3791603963882,,,,39.49365,9.781e-10,,,Opt FF,Opt FF
DMSO,328.15,1065.0016976607794,0.0342355229731,0.0119196101023199,598.9255971365787,40.55075,1.0158000000000002e-09,,,Opt FF,Opt FF
DMSO,328.15,1064.636034209363,,,,40.05825,1.0566e-09,,,Opt FF,Opt FF
DMSO,328.15,1064.317908529947,,,,40.13565,1.1015e-09,,,Opt FF,Opt FF
DMSO,333.15,1058.9595169256515,0.0852861512301,0.0301522696699,597.2486594390622,39.42685,1.1034e-09,,,Opt FF,Opt FF
DMSO,333.15,1058.9045198815006,0.0791411431261999,0.0279174915986,596.5254564438281,39.925450000000005,1.0938e-09,,,Opt FF,Opt FF
DMSO,333.15,1059.0546444508134,,,,39.16045,1.1657e-09,,,Opt FF,Opt FF
DEC,273.18,1003.0592049801172,,,,30.2858,6.037000000000001e-10,,,Opt FF,Opt FF
DEC,273.18,1003.1560252851984,,,,30.389100000000003,6.078e-10,,,Opt FF,Opt FF
DEC,273.18,1002.9240665550186,,,,29.86065,5.916e-10,,,Opt FF,Opt FF
DEC,293.16,978.5631140854204,,,,27.29615,1.0203e-09,,,Opt FF,Opt FF
DEC,293.16,977.980856827191,,,,27.934500000000003,1.0817e-09,,,Opt FF,Opt FF
DEC,293.16,978.1956796871096,,,,28.44745,1.0522000000000002e-09,,,Opt FF,Opt FF
DEC,313.19,953.92000040804,,,,25.1706,1.5551e-09,,,Opt FF,Opt FF
DEC,313.19,953.6501037524444,,,,24.304150000000003,1.5362e-09,,,Opt FF,Opt FF
DEC,313.19,953.9570493579912,,,,24.88265,1.5592e-09,,,Opt FF,Opt FF
DEC,333.18,928.5226746703662,0.154137492294,0.0360656904584,353.7117629209177,21.734350000000003,2.2622000000000003e-09,,,Opt FF,Opt FF
DEC,333.18,928.3048516921356,,,,22.152950000000004,2.0379999999999998e-09,,,Opt FF,Opt FF
DEC,333.18,928.3592716477862,,,,23.08425,2.1457e-09,,,Opt FF,Opt FF
DEC,353.19,902.6569205325684,,,,18.8882,2.8078e-09,,,Opt FF,Opt FF
DEC,353.19,902.4060845876492,,,,20.2114,3.0375000000000003e-09,,,Opt FF,Opt FF
DEC,353.19,902.8198158724792,,,,19.07935,2.7855e-09,,,Opt FF,Opt FF
DMF,308.15,942.6807532114108,,,,36.42865,1.8473e-09,,,Opt FF,Opt FF
DMF,308.15,942.7594528838856,,,,34.64940000000001,1.8864e-09,,,Opt FF,Opt FF
DMF,308.15,942.459402542694,,,,35.5436,1.7681e-09,,,Opt FF,Opt FF
DMF,313.15,937.4616418081204,,,,35.5472,1.8382e-09,,,Opt FF,Opt FF
DMF,313.15,937.1424558350488,,,,33.961800000000004,1.9648e-09,,,Opt FF,Opt FF
DMF,313.15,937.605315246948,,,,34.91705,1.8036000000000003e-09,,,Opt FF,Opt FF
DMF,318.15,931.7429177742964,,,,35.994600000000005,2.1083e-09,,,Opt FF,Opt FF
DMF,318.15,932.1898674368144,,,,34.6834,2.1737e-09,,,Opt FF,Opt FF
DMF,318.15,932.2415141121286,,,,35.648950000000006,2.126e-09,,,Opt FF,Opt FF
DMF,323.15,926.7502165881696,,,,33.09525,2.07e-09,,,Opt FF,Opt FF
DMF,323.15,926.6687791680204,,,,33.642700000000005,2.2374e-09,,,Opt FF,Opt FF
DMF,323.15,926.4375093224428,,,,33.101400000000005,2.2523e-09,,,Opt FF,Opt FF
DMF,328.15,921.6797183714403,,,,33.9269,2.2986000000000003e-09,,,Opt FF,Opt FF
DMF,328.15,921.5331122677882,,,,33.21405,2.4203e-09,,,Opt FF,Opt FF
DMF,328.15,921.9524684999049,,,,33.35825,2.2344e-09,,,Opt FF,Opt FF
